Ethnic_Group,Departamento,TOWN (MUNICIPIO),CABECERAS  Y CENTROS POBLADOS (TOWNSHIPS AND MICROTOWNSHIPS),NAME OF THE COMMUNITY COUNCIL OR RESERVATION,NAME OF THE PEOPLE,RECOGNITION RESOLUTION,RECOGNITION DATE,LAND TITLE SITUATION,SOURCE (PUBLIC OFFICE OFFERS INFO),TITLING RESOLUTION,DATE TITLED,NUMBER OF FAMILIES,AREA (blocks?),NUMBER OF PEOPLE(CAN THIS BE CONNECTED WITH CENSUS?),,,,,
INDIGENA,CORDOBA,TUCHIN,,EL HOYAL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,HOJA ANCHA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,LOS CARRETEROS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,MAJAGUAL 2,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,MALA NOCHE,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,NUEVA UNION,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,PARAISO PLAZA BONITA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,PROVIDENCIA SUR,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,PUEBLECITO SUR,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,RECUPERACION,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,SANTA FE DE LA CRUZ,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,TIERRA GRATA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,VILLA ROSITA ARRIBA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,VILLA ROSITA SUR,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,EL DELIRIO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,SAN MATIAS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,SANTIAGO ABAJO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,LA UNION DEL ALGODON,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,LOS CERROS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,LA FLORESTA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,RETIRO DE LOS INDIOS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,LA LIBERTAD,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,DANDADO,EMBERA KATIO,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,BATATADO,EMBERA KATIO,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,IBUDO BOSQUE,EMBERA KATIO,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,CANTAGALLO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,CORDOBA,TUCHIN,,VENADO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
AFRO,MAGDALENA,ARACATACA,,ARACATACA,NOT INFORMED,27,18-Apr-13,NOT REQUESTED OR REQUEST LOST,DACNARP,,,,,,,,,,
AFRO,MAGDALENA,ARACATACA,,ARACATACA,NOT INFORMED,79,11-Nov-14,NOT REQUESTED OR REQUEST LOST,DACNARP,,,,,,,,,,
AFRO,MAGDALENA,ARIGUANI,,ARIGUANI,NOT INFORMED,80,11-Nov-14,NOT REQUESTED OR REQUEST LOST,DACNARP,,,,,,,,,,
AFRO,MAGDALENA,BANCO,,CONCOMORI,NOT INFORMED,81,11-Nov-14,REQUESTED,"ANT, DACNARP",,,,,,,,,,
AFRO,MAGDALENA,CIENAGA,,CIENAGA,NOT INFORMED,106,11-Nov-14,NOT REQUESTED OR REQUEST LOST,DACNARP,,,,,,,,,,
AFRO,MAGDALENA,EL RETEN,,Consejo Comunitario Sevilla Municipio Zona Bananera,NOT INFORMED,215,23-Aug-16,REQUESTED,"ANT, DACNARP",,,,,,,,,,
AFRO,MAGDALENA,EL RETEN,,JACOBO PEREZ ESCOBAR,NOT INFORMED,360,22-Jan-11,REQUESTED,"ANT, DACNARP",,,,,,,,,,
AFRO,MAGDALENA,EL RETEN,,EL RETEN,NOT INFORMED,376,10-Jun-11,NOT REQUESTED OR REQUEST LOST,DACNARP,,,,,,,,,,
AFRO,MAGDALENA,EL RETEN,,GUACAMAYAL,NOT INFORMED,392,2-Dec-11,REQUESTED,"ANT, DACNARP",,,,,,,,,,
AFRO,MAGDALENA,FUNDACION,,TORRENTE DEL ARIGUANI,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,FUNDACION,,FELIZ GALAN PADILLA,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,FUNDACION,,FERNANDO RIOS HIDALGO,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,FUNDACION,,ASOSERVIVIR,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,PIVIJAY,,JOSE ISABEL HERAZO MARQUEZ,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,PLATO,,OBATALA,NOT INFORMED,NOT INFORMED,NOT INFORMED,TITLED,ANT,1310,13/03/2014,35,429.9243,125,,,,,
AFRO,MAGDALENA,PUEBLO VIEJO,,CONCAFUM,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,PUEBLO VIEJO,,ESTACION SEVILLA 16 DE JULIO,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,PUEBLO VIEJO,,MANE ARRIETA,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,PUEBLO VIEJO,,CC Coconaderia,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,SABANAS DE SAN ANGEL,,RINCON GUAPO LO VERAN,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,SABANAS DE SAN ANGEL,,SABANAS DE SAN ANGEL,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,SABANAS DE SAN ANGEL Y ARIGUANI,,GUACAMAYA,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,SANTA MARTA,,TUCURINCA Zona Bananera,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
AFRO,MAGDALENA,ZONA BANANERA,,ALEJANDRO CHIQUILLO MENDOZA,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
INDIGENA,MAGDALENA,ZONA BANANERA,,ARHUACO DE LA SIERRA NEVADA,ARHUACO,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,MAGDALENA,ZONA BANANERA,,CHIMILAS DE SAN ANGEL (ISSA ORISTUNA),CHIMILA,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,MAGDALENA,ZONA BANANERA,,KOGUI-MALAYO-ARHUACO,KOGUI-MALAYO-ARHUACO,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,MAGDALENA,ZONA BANANERA,,KOGUI-MALAYO-ARHUACO,KOGUI-MALAYO-ARHUACO,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,MAGDALENA,,,KOGUI-MALAYO-ARHUACO,KOGUI-MALAYO-ARHUACO,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
AFRO,SUCRE,COLOSO,,SOCOLANDO,NOT INFORMED,NOT INFORMED,NOT INFORMED,REQUESTED,ANT,,,,,,,,,,
INDIGENA,SUCRE,COROZAL,,BELLAVISTA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,COVENAS,CARACOL,CARACOL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,COVENAS,CAYO DE LA CRUZ,CAYO DE LA CRUZ,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,COVENAS,CIENAGUITA,CIENAGUITA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,COVENAS,CUIVA,CUIVA-CANOVIEJO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,COVENAS Y TOLU,EL OASIS,EL OASIS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,LA UNION,EL PITAL,EL PITAL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,LA UNION,GUALON,GUALON,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,MORROA,LA FLORIDA,LA FLORIDA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,OVEJAS,,ISLA GALLINAZO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,OVEJAS,,LA PALMIRA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,OVEJAS,,LA UNION FLORESTA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,,LA VENTA LA ESPERANZA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,,LAS CAVERNAS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,LAS PIEDRAS,LAS PIEDRAS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,,LOS ALTOS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,EL MAMEY,EL MAMEY,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,EL REPARO,EL REPARO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,,MANICA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,,QUEVERA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,RESGUARDO SAN ANDRES DE SOTAVENTO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,BABILONIA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,BUENA VISTICA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,CERRO DEL NARANJO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,SAN ANTONIO  ,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,SAN JACINTO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,RESGUARDO SAN ANDRES DE SOTAVENTO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,ACHIOTE,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,ESCOBAR ABAJO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,ESCOBAR ARRIBA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,PALMITO,SAN ANDRES DE SOTAVENTO,LA ISLA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,SAN ANDRES DE SOTAVENTO,LA LUCHA Y EL CACAO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,SAN ANDRES DE SOTAVENTO,RESGUARDO SAN ANDRES DE SOTAVENTO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,SAN ANDRES DE SOTAVENTO,ALGODONCILLO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,SAN ANDRES DE SOTAVENTO,EL OLIVO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,SAN ANDRES DE SOTAVENTO,GUAIMI,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,SAN ANDRES DE SOTAVENTO,LA GRANJA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,SAN ANDRES DE SOTAVENTO,LOS CASTILLOS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,SAN ANDRES DE SOTAVENTO,EL PALMAR BRILLANTE,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,SAN ANDRES DE SOTAVENTO,PUEBLECITO  ,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,SAN ANTONIO URBANO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,SAN MARTIN,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,SAN MARTIN,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,SAN MIGUEL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,SANTO DOMINGO VIDAL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,SILOE,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,TOLUVIEJO,TORRENTE,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,UNION CANITO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,VARSOVIA,VARSOVIA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,VILLANUEVA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,EL MAMON,EL MAMON,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,MARUZA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,MONTEGRANDE,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAMPUES,,VILUT,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN BENITO ABAD,,GALAPA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN BENITO ABAD,,SAN JOSE DE ALMAGRA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN BENITO ABAD,,EL BARZAL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN BENITO ABAD,,LA GRAN VIA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN MARCOS,,MEDIA SOMBRA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN MARCOS,,PUEBLO NUEVO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN MARCOS,,BELLAVISTA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN MARCOS,BOSSA NAVARRO,BOSSA NAVARRO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN MARCOS,,CALLE LARGA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN MARCOS,,GUAIMARO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN MARCOS,,LOMA DE PIEDRA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN ONOFRE,,CAMPO DE LAS MIREYAS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN ONOFRE,CERRITO DE LAS PALMA,CERRITO DE LAS PALMAS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN ONOFRE,LA GALLERA,LA GALLERA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN ONOFRE,,LAS FLORES LA GALLERA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SAN ONOFRE,,LOMA DE TIGRE BUENOS AIRES,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SANTIAGO DE TOLU,,CABECERA MUNICIPAL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,PALO ALTO,PALO ALTO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,BERRUGAS,BERRUGAS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,POLICARPA,POLICARPA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,CRUZ DEL BEQUE,CRUZ DEL BEQUE,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,MAISHESHE LA CHIVERA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,TATACHIO MIRABEL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,LA ESPERANZA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,VILLA FATIMA,VILLA FATIMA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,LAS HUERTAS,LAS HUERTAS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,SABANAS DEL POTRERO,SABANAS DEL POTRERO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,PAN SENOR,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,SABANAS DE LA NEGRA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,HUERTAS CHICAS ARRIBA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,HUERTAS CHICAS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,Mata De Caña,Mata De Caña,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,PIEDRAS BLANCAS,PIEDRAS BLANCAS,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,PUERTO VIEJO,PUERTO VIEJO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,RINCON DEL MAR,RINCON DEL MAR,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,ALTO PLANO SAN ANTONIO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,LA PENATA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,PAJONAL,PAJONAL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,LIBERTAD,LIBERTAD,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,PUTUMAYO LAGUNA FLOR,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,AYWJAWASHI EL JORDAN,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,BUENAVISTA,BUENAVISTA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,CHOCHO,CHOCHO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,SINCELEJO,,LA ESMERALDA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,TOLUVIEJO,,JEGUITA,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,TOLUVIEJO,,TACASUAN,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,TOLUVIEJO,,LOMAS DE PALITO,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,TOLUVIEJO,,CHUPUNDUN,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
INDIGENA,SUCRE,TOLUVIEJO,CENTRO AZUL,CENTRO AZUL,ZENU,NOT INFORMED,NOT INFORMED,Information request unanswered,DAIRM,,,,,,,,,,
